4.179924564742493187e-01,3.441119252755281410e-01
5.893815561138715520e-02,6.795302883652539760e-01
4.784590047029411153e-01,5.381499589254157279e-02
5.211594296883900190e-01,8.066037608804467185e-01
5.806320199484605871e-01,6.029501879313505786e-01
3.091989979348186424e-01,6.552131835038437213e-01
9.198826252545819759e-01,7.476597889282088349e-01
6.553475030164537252e-01,5.356261761284698553e-01
3.492413849207449683e-01,1.091564818399735071e-01
5.410940445399985421e-01,4.961962866529807670e-01
4.490533956886093581e-01,1.723426276209378827e-01
2.823209606253457293e-01,6.839891964077760012e-01
2.958765252205050045e-01,5.298252112514997281e-01
5.634809826131318422e-01,6.252242659304493300e-01
7.151912790861654212e-01,3.151430227027559594e-01
5.176186770719936048e-01,4.915106394415269531e-01
3.520418285904083344e-01,8.201420385192299545e-01
6.327788586249427638e-01,1.326204556352319486e-01
8.731190201719776223e-01,1.213094822729351430e-01
1.678884446672987973e-01,4.462149309981606748e-01